,type,date_open,date_close,x_name,y_name,x_type,y_type,y_openprice,y_closeprice,x_openprice,x_closeprice,x_volume,y_volume,profit,status,s_spread,l_spread,tp_short,tp_long,tp_return,s_return,s_number,period,count,days,min_count
19,long_spread,2020-02-26 13:55:00,2020-02-27 12:25:00,BBAS3,MULT3,sell,buy,31.23,29.77,44.02,43.75,700.0,1000.0,-1270.9999999999986,close,4,-1,0,1,992,-56,25,10,52,,52
20,long_spread,2020-02-20 13:00:00,2020-02-27 15:30:00,SANB11,B3SA3,sell,buy,16.25,15.08,38.67,36.3,400.0,1000.0,-221.99999999999818,close,5,0,-1,1,925,-255,26,34,235,10,235
21,short_spread,2020-02-21 13:05:00,2020-02-28 16:25:00,BBSE3,ITUB4,buy,sell,31.9,30.77,30.91,29.35,1000.0,1000.0,-429.99999999999955,close,0,-3,-1,0,1149,-204,50,116,223,,223
22,long_spread,2020-02-26 11:30:00,2020-02-28 14:10:00,BBAS3,BPAC11,sell,buy,15.115915841584139,15.76,40.7383910891089,43.29,400.0,1000.0,-376.5594059405778,close,5,-4,0,0,1016,-36,42,17,191,,191
23,long_spread,2020-02-27 12:15:00,2020-03-02 16:40:00,CIEL3,MULT3,sell,buy,29.75,30.8,6.61,6.86,1000.0,200.0,-39.99999999999986,close,1,-2,0,0,1420,-280,38,132,215,10,215
24,long_spread,2020-02-26 13:05:00,2020-02-27 14:35:00,SANB11,B3SA3,sell,buy,13.653415841584154,14.89,36.31,36.35,400.0,1000.0,1220.5841584158466,close,3,0,-1,0,1479,-266,33,34,89,10,89
25,long_spread,2020-02-27 14:45:00,2020-02-28 15:35:00,SANB11,B3SA3,sell,buy,14.99,14.45,36.35,36.12,400.0,1000.0,-447.9999999999993,close,3,0,-1,0,1479,-266,33,34,89,10,89
26,long_spread,2020-02-28 16:45:00,2020-03-03 10:40:00,SANB11,B3SA3,sell,buy,14.67,15.43,36.47,36.54,400.0,1000.0,731.9999999999997,close,3,0,-1,0,1479,-266,33,34,89,10,89
27,short_spread,2020-02-27 13:00:00,2020-03-03 12:05:00,ITUB4,BBSE3,buy,sell,29.8,29.28,30.82,30.64,1000.0,1000.0,339.99999999999983,close,1,-2,0,0,2003,-145,29,114,215,10,215
28,short_spread,2020-02-28 15:25:00,2020-03-04 16:25:00,BBSE3,ITUB4,buy,sell,30.67,30.6,29.08,28.96,1000.0,900.0,-56.999999999997186,close,1,-3,-1,0,1057,-48,43,144,206,,206
29,long_spread,2020-03-02 14:40:00,2020-03-05 13:35:00,ITUB4,BBSE3,sell,buy,29.69,28.86,31.11,30.05,1000.0,1000.0,229.99999999999682,close,0,0,0,0,827,-57,46,135,207,10,207
30,short_spread,2020-03-03 11:25:00,2020-03-06 16:25:00,ITUB4,BBSE3,buy,sell,28.94,28.24,30.5,28.84,900.0,1000.0,-793.9999999999974,close,0,0,-1,0,2433,-131,27,96,205,,205
31,short_spread,2020-03-03 14:05:00,2020-03-04 13:55:00,SANB11,SULA11,buy,sell,47.06,46.27,36.4,35.38,1000.0,800.0,-387.9999999999967,close,1,0,0,1,2110,-248,50,47,58,,58
32,long_spread,2020-03-03 15:30:00,2020-03-06 12:55:00,ITUB4,BBSE3,sell,buy,28.94,28.27,30.41,29.24,1000.0,1000.0,500.0000000000001,close,4,-1,-1,0,2654,-176,49,25,211,10,211
33,short_spread,2020-03-05 14:50:00,2020-03-10 14:35:00,ITUB4,BBSE3,buy,sell,28.9,26.71,29.94,27.29,1000.0,1000.0,-460.00000000000455,close,1,-1,-1,0,1108,-102,49,136,115,,115
34,short_spread,2020-03-06 15:00:00,2020-03-11 13:55:00,ITUB4,BBSE3,buy,sell,28.19,25.63,29.25,26.01,1000.0,1000.0,-679.9999999999964,close,1,-1,-1,1,2236,-16,29,57,198,,198
35,short_spread,2020-03-06 11:00:00,2020-03-09 12:05:00,B3SA3,IGTA3,buy,sell,47.04,43.15,13.91,13.66,1000.0,300.0,917.0000000000002,close,0,-5,-1,0,2492,-195,49,10,94,10,94
36,short_spread,2020-03-09 12:35:00,2020-03-10 13:45:00,B3SA3,IGTA3,buy,sell,43.09,42.19,13.58,13.21,1000.0,300.0,-99.9999999999975,close,0,-5,-1,0,2492,-195,49,10,94,10,94
37,short_spread,2020-03-10 14:30:00,2020-03-11 16:30:00,B3SA3,IGTA3,buy,sell,42.52,39.74,13.34,13.17,1000.0,300.0,664.0000000000005,close,0,-5,-1,0,2492,-195,49,10,94,10,94
38,long_spread,2020-03-06 16:30:00,2020-03-12 16:30:00,SANB11,SULA11,sell,buy,42.66,30.32,34.1,24.46,1000.0,800.0,-231.99999999999636,close,0,-2,-1,1,2793,-205,50,75,230,,230
39,short_spread,2020-03-10 14:45:00,2020-03-11 13:50:00,SULA11,SANB11,buy,sell,30.81,29.78,38.7,36.97,800.0,1000.0,-354.0000000000057,close,3,-1,0,1,2971,-24,38,132,57,,57
40,short_spread,2020-03-11 12:10:00,2020-03-13 10:40:00,ITSA4,IGTA3,buy,sell,41.78,36.45,10.45,9.62,1000.0,300.0,768.9999999999994,close,1,-5,0,0,2808,-271,45,24,130,10,130
41,short_spread,2020-03-13 12:10:00,2020-03-16 16:15:00,ITSA4,IGTA3,buy,sell,34.16,30.58,9.21,9.06,1000.0,300.0,923.9999999999992,close,1,-5,0,0,2808,-271,45,24,130,10,130
42,long_spread,2020-03-16 13:00:00,2020-03-17 14:55:00,BBAS3,BBDC4,sell,buy,18.6,18.8,30.37,30.36,600.0,1000.0,206.00000000000023,close,3,-4,-1,0,1981,-215,34,112,93,10,93
43,long_spread,2020-03-17 13:20:00,2020-03-20 15:25:00,BPAC11,SANB11,sell,buy,26.61,24.74,8.82,7.55,1000.0,300.0,709.0000000000001,close,1,-1,0,0,2920,-232,43,116,240,10,240
44,short_spread,2020-03-17 14:55:00,2020-03-18 13:50:00,ITSA4,IGTA3,buy,sell,32.2,24.77,9.47,8.79,1000.0,300.0,1548.9999999999995,close,0,-4,-1,0,1780,-272,39,136,67,10,67
45,short_spread,2020-03-18 14:35:00,2020-03-19 13:20:00,ITSA4,IGTA3,buy,sell,25.10644110275689,26.16,8.42,8.51,1000.0,300.0,-226.06766917293336,close,0,-4,-1,0,1780,-272,39,136,67,10,67
46,short_spread,2020-03-19 14:00:00,2020-03-20 16:25:00,ITSA4,IGTA3,buy,sell,27.39,27.62,8.49,8.19,1000.0,300.0,-369.0000000000008,close,0,-4,-1,0,1780,-272,39,136,67,10,67
47,long_spread,2020-03-17 12:40:00,2020-03-18 11:50:00,BPAC11,SANB11,sell,buy,25.76,23.64,8.9,7.39,1000.0,300.0,874.0000000000003,close,3,-3,0,0,2985,-167,42,11,70,10,70
48,long_spread,2020-03-19 14:15:00,2020-03-20 13:25:00,BPAC11,SANB11,sell,buy,23.44,24.33,7.84,6.772885572139298,1000.0,300.0,1334.1144278607007,close,3,-3,0,0,2985,-167,42,11,70,10,70
49,short_spread,2020-03-17 15:45:00,2020-03-20 12:30:00,BBAS3,BBDC4,buy,sell,18.6,16.36,30.6,25.58,600.0,1000.0,-772.0,close,2,-5,-1,1,2195,-18,32,51,203,,203
50,short_spread,2020-03-20 14:25:00,2020-03-24 16:25:00,BBAS3,BBDC4,buy,sell,16.07,16.11,24.65,25.02,700.0,1000.0,219.00000000000153,close,1,-2,-1,0,1356,-81,29,132,182,10,182
51,long_spread,2020-03-23 10:40:00,2020-03-24 10:20:00,ITUB4,ITSA4,sell,buy,7.64,7.86,20.24,21.39,400.0,1000.0,-240.00000000000023,close,4,0,0,0,2423,-300,31,85,57,,57
52,long_spread,2020-03-24 10:25:00,2020-03-25 10:50:00,ITUB4,ITSA4,sell,buy,7.89,7.87,21.51,21.69,400.0,1000.0,-91.99999999999946,close,4,0,0,0,2423,-300,31,85,57,,57
53,long_spread,2020-03-23 16:35:00,2020-03-24 16:15:00,ITUB4,ITSA4,sell,buy,7.25,7.98,19.54,22.21,400.0,1000.0,-338.0000000000002,close,5,-5,-1,1,2001,-282,40,45,53,,53
54,short_spread,2020-05-06 14:20:00,2020-05-11 16:25:00,BBSE3,ITUB4,buy,sell,21.52,21.86,22.7,21.92,900.0,1000.0,-1041.9999999999977,close,1,0,-1,0,705,-222,30,131,223,,223
55,long_spread,2020-05-07 11:35:00,2020-05-12 16:30:00,BBSE3,BBDC4,sell,buy,15.03,15.02,21.97,21.5,700.0,1000.0,318.99999999999943,close,1,0,0,0,2720,-121,34,98,242,10,242
56,short_spread,2020-05-11 14:50:00,2020-05-14 14:40:00,BBSE3,BBDC4,buy,sell,15.81,14.97,21.97,21.73,700.0,1000.0,672.0000000000009,close,1,-3,-1,0,774,-33,46,137,242,10,242
57,long_spread,2020-05-12 15:50:00,2020-05-14 15:15:00,BBAS3,ITUB4,sell,buy,21.26,21.09,25.56,24.52,800.0,1000.0,661.9999999999976,close,1,0,0,1,753,-289,40,149,155,10,155
58,long_spread,2020-05-13 14:20:00,2020-05-18 11:25:00,BBSE3,BBDC4,sell,buy,14.74,15.33,21.42,21.34,700.0,1000.0,646.0000000000011,close,1,0,0,0,828,-286,27,129,208,10,208
59,short_spread,2020-05-15 14:05:00,2020-05-18 14:00:00,ITSA4,BBDC4,buy,sell,15.14,15.68,8.01,8.23,1000.0,500.0,-49.99999999999892,close,0,-3,0,1,1243,-290,50,128,55,10,55
60,short_spread,2020-05-18 14:15:00,2020-05-19 13:55:00,ITSA4,BBDC4,buy,sell,15.67,15.57,8.24,8.13,1000.0,500.0,-59.99999999999961,close,0,-3,0,1,1243,-290,50,128,55,10,55
61,short_spread,2020-05-19 14:50:00,2020-05-20 16:25:00,ITSA4,BBDC4,buy,sell,15.44,15.43,8.09,8.02,1000.0,500.0,-65.0000000000004,close,0,-3,0,1,1243,-290,50,128,55,10,55
62,short_spread,2020-05-18 14:50:00,2020-05-21 15:20:00,BBDC3,CIEL3,buy,sell,3.65,3.41,14.41,15.1,300.0,1000.0,446.99999999999966,close,2,-5,-1,1,2450,-33,34,56,250,10,250
63,short_spread,2020-05-19 16:10:00,2020-05-22 15:45:00,BBDC3,CIEL3,buy,sell,3.6,3.34,14.22,14.9,300.0,1000.0,464.0000000000001,close,0,-5,-1,1,2180,-12,43,69,221,10,221
64,short_spread,2020-05-25 14:35:00,2020-05-26 15:35:00,BPAC11,IGTA3,buy,sell,34.21,32.79,12.34,12.22,1000.0,400.0,448.0000000000015,close,1,-4,-1,0,1637,-165,25,125,94,10,94
65,long_spread,2020-05-21 11:05:00,2020-05-25 14:50:00,BBDC3,CIEL3,sell,buy,3.5,3.54,14.77,15.74,200.0,1000.0,-154.00000000000009,close,1,0,0,0,2987,-104,35,92,207,,207
66,long_spread,2020-05-22 15:15:00,2020-05-27 11:30:00,BBDC3,CIEL3,sell,buy,3.35,3.83,15.02,15.46,200.0,1000.0,391.9999999999998,close,1,0,-1,1,2535,-11,39,142,198,10,198
67,long_spread,2020-05-28 14:30:00,2020-06-01 12:30:00,SANB11,SULA11,sell,buy,39.68,40.92,24.32,24.84,1000.0,600.0,224.0000000000016,close,5,-1,0,1,1630,-227,48,24,136,,136
68,long_spread,2020-06-01 12:50:00,2020-06-03 12:05:00,SANB11,SULA11,sell,buy,41.11,41.18,24.86,27.82,1000.0,600.0,-2918.000000000001,close,5,-1,0,1,1630,-227,48,24,136,,136
69,long_spread,2020-05-28 15:25:00,2020-06-02 15:00:00,ITSA4,IGTA3,sell,buy,33.18,34.85,8.8,9.17,1000.0,300.0,131.0000000000013,close,3,-1,0,0,2806,-236,50,58,236,10,236
70,long_spread,2020-06-01 15:15:00,2020-06-03 13:10:00,BBDC3,MULT3,sell,buy,21.42,23.14,16.07,17.62,1000.0,800.0,-174.0000000000016,close,5,0,-1,1,1331,-78,27,32,97,,97
71,long_spread,2020-06-02 13:15:00,2020-06-05 14:00:00,BBDC3,MULT3,sell,buy,22.21,22.9,16.32,18.19,1000.0,700.0,-1387.0000000000025,close,4,-1,0,1,1071,-277,50,28,209,,209
72,long_spread,2020-06-03 12:50:00,2020-06-05 11:20:00,BBAS3,BPAC11,sell,buy,14.63,15.01,33.17,34.41,400.0,1000.0,-115.99999999999898,close,4,-2,0,0,2542,-154,48,15,129,10,129
73,long_spread,2020-06-05 12:15:00,2020-06-08 16:30:00,BBAS3,BPAC11,sell,buy,14.97,16.1,34.6,34.81,400.0,1000.0,1046.0000000000005,close,4,-2,0,0,2542,-154,48,15,129,10,129
74,long_spread,2020-06-03 12:50:00,2020-06-05 11:20:00,BBAS3,BPAC11,sell,buy,14.63,15.01,33.17,34.41,400.0,1000.0,-115.99999999999898,close,4,-2,0,0,2542,-154,48,15,129,10,129
75,long_spread,2020-06-05 12:15:00,2020-06-08 16:30:00,BBAS3,BPAC11,sell,buy,14.97,16.1,34.6,34.81,400.0,1000.0,1046.0000000000005,close,4,-2,0,0,2542,-154,48,15,129,10,129
76,long_spread,2020-06-04 15:00:00,2020-06-08 15:35:00,BBDC3,CYRE3,sell,buy,18.73,19.75,17.7,18.62,1000.0,900.0,-2.0000000000020464,close,4,0,0,1,1658,-177,46,117,157,10,157
77,long_spread,2020-06-05 16:35:00,2020-06-10 16:30:00,BBAS3,BPAC11,sell,buy,14.83,15.75,33.82,33.26,400.0,1000.0,1144.000000000001,close,1,-2,0,0,2000,-247,31,115,235,10,235
78,short_spread,2020-06-04 11:55:00,2020-06-04 16:15:00,MULT3,IGTA3,buy,sell,37.18,36.09,22.99,22.38,1000.0,600.0,43.999999999998295,close,0,0,0,1,2273,-277,45,21,53,10,53
79,long_spread,2020-06-04 16:25:00,2020-06-05 14:05:00,MULT3,IGTA3,sell,buy,36.11,37.73,22.39,22.84,1000.0,600.0,521.9999999999991,close,0,0,0,1,2273,-277,45,21,53,10,53
80,short_spread,2020-06-05 14:10:00,2020-06-08 11:45:00,MULT3,IGTA3,buy,sell,37.68,37.72,22.78,23.21,1000.0,600.0,406.0000000000002,close,0,0,0,1,2273,-277,45,21,53,10,53
81,long_spread,2020-06-08 11:55:00,2020-06-09 10:25:00,MULT3,IGTA3,sell,buy,37.66,35.83,23.23,21.95,1000.0,600.0,182.00000000000205,close,0,0,0,1,2273,-277,45,21,53,10,53
82,short_spread,2020-06-09 10:30:00,2020-06-09 14:50:00,MULT3,IGTA3,buy,sell,35.87,38.41,21.94,23.83,1000.0,600.0,365.9999999999975,close,0,0,0,1,2273,-277,45,21,53,10,53
83,short_spread,2020-06-09 15:00:00,2020-06-10 12:55:00,MULT3,IGTA3,buy,sell,38.48,37.26,23.84,22.64,1000.0,600.0,-468.0,close,0,0,0,1,2273,-277,45,21,53,10,53
84,long_spread,2020-06-08 12:05:00,2020-06-09 12:30:00,BBSE3,ITSA4,sell,buy,10.0,10.09,26.5,25.96,400.0,1000.0,305.99999999999955,close,3,0,0,0,2593,-18,48,104,85,10,85
85,short_spread,2020-06-10 12:10:00,2020-06-12 12:25:00,BBSE3,ITSA4,buy,sell,9.92,9.43,25.75,24.24,400.0,1000.0,-114.00000000000045,close,3,0,0,0,2593,-18,48,104,85,10,85
86,short_spread,2020-06-08 14:25:00,2020-06-10 14:00:00,MULT3,IGTA3,buy,sell,36.55,37.33,22.57,22.61,1000.0,600.0,-428.00000000000153,close,2,-4,-1,0,1659,-272,32,123,111,,111
87,short_spread,2020-06-09 13:50:00,2020-06-10 16:30:00,BBAS3,BPAC11,buy,sell,16.68,15.73,34.68,33.16,500.0,1000.0,189.99999999999773,close,2,-4,-1,0,1795,-251,28,125,107,10,107
88,short_spread,2020-06-12 12:40:00,2020-06-15 16:25:00,BBAS3,BPAC11,buy,sell,15.21,14.98,31.63,31.37,500.0,1000.0,100.00000000000142,close,2,-4,-1,0,1795,-251,28,125,107,10,107
89,short_spread,2020-06-10 16:15:00,2020-06-15 11:45:00,ITSA4,BBSE3,buy,sell,25.37,24.35,9.82,9.25,1000.0,400.0,-162.0000000000004,close,1,-4,-1,0,1637,-165,25,125,94,10,94
90,short_spread,2020-06-10 15:35:00,2020-06-16 11:50:00,BBAS3,BPAC11,buy,sell,15.66,15.65,33.04,31.81,500.0,1000.0,-605.0000000000005,close,1,-2,0,0,1579,-264,34,146,198,,198
91,short_spread,2020-06-10 11:40:00,2020-06-15 15:50:00,BBSE3,ITSA4,buy,sell,9.91,9.34,25.69,24.65,400.0,1000.0,153.99999999999915,close,1,-2,0,0,972,-141,46,98,213,10,213
92,short_spread,2020-06-10 12:10:00,2020-06-15 13:45:00,BBAS3,BPAC11,buy,sell,15.8,14.9,33.35,30.87,500.0,1000.0,-339.9999999999999,close,1,-1,-1,0,2031,-141,35,19,181,,181
93,long_spread,2020-06-15 11:15:00,2020-06-17 11:10:00,IGTA3,B3SA3,sell,buy,15.73,15.87,33.94,34.74,500.0,1000.0,-260.00000000000335,close,5,0,-1,0,2632,-2,25,10,160,,160
94,short_spread,2020-06-18 11:20:00,2020-06-19 12:30:00,BBDC3,ITSA4,buy,sell,9.91,10.07,17.91,17.84,600.0,1000.0,-202.0000000000003,close,0,-4,0,1,1894,-179,41,14,95,,95
